id,company,department,job,base,work_begin,work_end,launch_time,dinner_time,wed,fri,workdays,summary,remark,category,suggestion,struct,welfare,is_foreign,domain
174,阿里,数字供应链,研发,杭州,10,老员工偶见12点后下班,2h,1h,否,6点可以走,5+（2）看需求,周报,,,,,,,互联网
175,阿里,淘宝买菜,后端,杭州,10,9.00-10.00,2h,6.00-7.00,否,6点走,5,否,就是oncall，任务多，活多。加班调休,,,,,,互联网
176,阿里,淘特供应链,后端,杭州,11:00,09:00,12:00-14:00,18:00-19:00/19:30,否,是（四五点开完组会就能走）,5,日报（写两周）,不卷 加班给调休 技术氛围很棒 去年部门整体绩效3.75,,,,,,互联网
177,阿里,淘特权益,后端,杭州,10.3,21.00-22.00,12:00-14:00,18:00-19:00,否,六点下班,5,三周日报,,,,,,,互联网
178,阿里,淘系技术部,后台,杭州,10点前,9,12到14,18-19,无,是，6点可走,5,是,卷，很多人很拼，上面的要求基本不是做表面功夫可以应付的,,,,,,互联网
179,阿里,淘系技术部,客户端,杭州,10:00-10:30,21:00-23:00,12:00-14:00,18:00-19:30,否,吃完晚饭走,5,双周报,事少但是很卷,,,,,,互联网
180,阿里,淘系技术部,前端,杭州,10:30,6点到9点,12:00-13:00,18:00-19:30,否,否,5,周报,不卷，技术含量不高，研究生慎选（）,,,,,,互联网
181,阿里,淘系技术部-淘宝直播,后端,北京/杭州,9:30-10:00,9点开始走，一般10点前跑路,12:00-14:00,18:00-19:00,否,一般会早走,5,周报,淘系里增长比较快的业务，需求比较多，很累，北京需要出差，leader和大leader人很好，组里有一些业务比较核心,,,,,,互联网
182,阿里,淘系技术部-消费者平台部,后端,杭州,10:00,21:00-22:00,12:00-14:00,18:00-19:00,否,吃完饭下班,5,tl要求双周报即可,氛围还行,,,,,,互联网
183,阿里,淘系技术部-消费者与商家平台-交易,后端,杭州,10:00,09:30,12:00-14:00,6月7日,否,可以早走,5,双周报,组里牛人不少，但卷中卷，经常性半夜压测，oncall,,,,,,互联网
184,阿里,淘系商业机器智能,算法,杭州,10:00,9:00-10:00 有的组会卷到10点以后,12:00-14:00,18:00-19:00,无,没事可以六点多走,5,周报,组内技术氛围好，绩效压力较大,,,,,,互联网
185,阿里,同城产品技术部,后端,杭州,10:00-10:20,23:00 前后偏移20分钟,12:00,午饭加午休2h,无,实习时期6点走 不知道组里其他,5（正式可能选择加班周六）,写一个月日报 后面周报即可,生日、周年、晋升、新人加入老员工走 一般有饭吃，同事之间氛围还行。但下班太tm晚了（同部门的人可能10点走了）我组特卷,,,,,,互联网
186,阿里,文娱 优酷,后端,北京,9.30-10.00,8点可走,12：00～14：00,18:00,否,是,5,1,,,,,,,互联网
187,阿里,文娱-优酷,客户端,北京,09:30,老员工10点才走,12:00--14:00,18:00--19:30,否,吃了晚饭就走,5,双周报,同组后端早早就走了，客户端累啊。,,,,,,互联网
188,阿里,闲鱼,后端,杭州,10:00-10:30,7:00-9:30,12:00-14:00,18:00-19:00,是,是,5,半月报,氛围不错,,,,,,互联网
189,阿里,业务平台事业部,后端,杭州,10:00,23:00,2h,6:00-7:00,否,否,5，周六日经常需要抽一天加班,不需要,卷王之王的部门，氛围还行，杂活比较多，慎选,,,,,,互联网
190,阿里,业务平台事业部,后端,杭州,10,9.5-10.5,12-2:00,18-19:30,否,晚饭后就可以走,5,看组,氛围很好，我们组加班不算多,,,,,,互联网
191,阿里,优酷,服务端,北京,09:30,6点吃饭，一般吃了饭就能溜,12.00-14.00,18,否,否,5,双周报,,,,,,,互联网
192,阿里,友盟,算法,北京,9.3,20左右,12月14日,18-19,有时有零食，可能有会,可以6点走,5,是,,,,,,,互联网
193,阿里,云存储,后端,杭州,10,9~10都有,1.5~2h,<1h,否,能提前1~2h走,5,否,氛围好，卷，流动性低,,,,,,互联网
194,阿里,云网络,后端,杭州,10,平常9后 有事可先走 周五6点,2,随意,无，周四晚上羽毛球,可早走,5,钉钉日报,氛围好，每周五中午经费吃好的,,,,,,互联网
195,阿里,智能引擎事业部,后端,杭州/北京,9：00—9：30,8：00—10：00不等,12：00—1：30,6,否,6点下班,5,周报必写，日报看情况,工作比较忙，但不算很卷,,,,,,互联网
196,阿里,,后端,杭州,10:00,21:00,12:00-14:00,18:00-19:00,否,6点下班,5,是,,,,,,,互联网
197,阿里巴巴,本地生活,算法,北京,10:30,20：30 -21：30,12点到14点,18点到19点,否,否,5,晨会+周会+周报+月报+技术分享会,氛围还好,,,,,,互联网
198,阿里巴巴,蚂蚁,市场营销,杭州,10,830-11点不等,12点,18点,否,没事可以6点下班,5,否,,,,,,,互联网
199,阿里本地生活,履约调度研发部,后台java,北京,10,8点左右,12.00-2.00,,,可以早走,5,不写,调度组大多数人在上海，负责骑手调度，有算法团队和工程团队，leader人好，不卷，业务一直在优化，但不会大改动,,,,,,互联网
200,阿里icbu跨境供应链,交易履约团队,前端,深圳,10点吧，不固定随意de,感觉也很随意，8，9点走,也很随意,6点吧，吃完溜一圈,周四可以,是，早走多,5,双周报,领导人很好，特别是基础业务小leader和大领导都很好,,,,,,互联网
201,阿里蚂蚁,成都-商家,后端Java,成都,10点,9点，有事情的话会晚一些,12月14日,18点,周三运动日，可以6点走,大家一般6点就走,5,不写,团队氛围nice，成都不二选择，欢迎联系vx：luckybugq,,,,,,互联网
202,阿里蚂蚁,cro线,后端,杭州,10:00,一般9点后,12:00-14:00,18:00,活动日,是 6点下班,5,,,,,,,,互联网
203,阿里蚂蚁,cto数据产品技术部,数据,杭州,10,9～10,1.5h-2h,1h,否,六点就可以走,5,双周报,微卷，比较热爱工作,,,,,,互联网
204,阿里蚂蚁,cto线-技术风险部,开发,杭州,9.30-10.30,20：00-21：00,12:00-14:00,18:00-19:00,活动日,6点下班,5,无,我所在的组氛围好，上下班都比较弹性，主管一般七点多就走了,,,,,,互联网
205,阿里蚂蚁,大安全,风控策略,杭州,一般10:00前即可,正常19:00-20:00,12:00-13:30,18:00-18:30,不加班,一般五点开始陆续有人跑,5,新人第一个月写日报,,,,,,,互联网
206,阿里蚂蚁,风险管理,算法模型,杭州,9:30-10:00,建议9:00，可早走，经常搞活动晚上就过去了,12:00-1:30,6:00-7:00,否,周四周五6点走,5,包含1号、15号的那周五写周报,氛围很好，推荐！！！,,,,,,互联网
207,阿里蚂蚁,广告,算法,上海,9.5-10,9-9.5,1.5h,不固定,否,可以早走,5,,,,,,,,互联网
208,阿里蚂蚁,客权数生体验,运营,杭州,09:30,7-10都有,12:00-13:30,18:00以后,否,可早走,5,周报,卷，管理有点乱，警惕挂产运名头招体验运营,,,,,,互联网
209,阿里蚂蚁,体验技术部,前端,成都,,,,,,,,,,,,,,,互联网
210,阿里蚂蚁,体验技术部 - 前端平台 - 雨燕与架构,前端,杭州,10:00 左右,8:00 之后,12:00 吃完 - 2:00,6:00 餐补,无,无,5,新人（实习生、试用期员工）写周报,没有明确的下班时间，一般 8 点之后，周五可以早走，没事也可以早走，卷人可以很晚走。脸皮厚可以早点走。项目正在重构，前端项目是屎山，进去就是铲屎官,,,,,,互联网
211,阿里蚂蚁,支付宝技术部-中台与业务技术部,算法,杭州,10:00,21:00,12:00-13:30,18:00-19:00,否,6点下班,5,否,,,,,,,互联网
212,阿里云,混合云云盾,后端,杭州,10,9,12-14F:\sdmiflmu\2020.gif,18,否,可以早走，一般八点,5,新人周报,业务边缘，氛围还行，活多人少，业务上线加班重，轮班oncall，技术一般,,,,,,互联网
213,阿里作息,技术风险与效能部 TRE,基础平台研发,杭州,10:00 ~ 11:00,21:00~22:00,12:00 ~ 14:00,18:00 ~ 19:00,周三健康日,可以早走,5,要写周报,是在哪个团队呀？,,,,,,互联网
214,方正投行,长沙,业务部,长沙,8点,十点，忙的时候十二点,,,,,,,,,,,,,互联网
215,纷享销客,北京研发中心,后端,北京,10.00-10.30,一般7.30-8.00,12:00-14:00,6.3,不加班,不加班,5,周报,氛围好，SaaS 行业龙头,,,,,,互联网
216,纷享销客,北京研发中心,前端,北京,10.00-10.30,一般7.00-8.00,12:00-14:00,6.3,不加班,不加班,5,周报,氛围好，SaaS 行业龙头,,,,,,互联网
217,高升数据,运维支撑,产品,天津/徐州/常州,09:00,5:00(冬) / 5:30（夏）,12,无,无,无,5,日报周报,,,,,,,互联网
218,国家开发银行,信息科技部,技术,北京,08:30,17:30,11-13:30,17:30-18:30,正常,正常,5,不需要,,,,,,,互联网
219,虾皮,广告,产品,深圳,10,22:00-24:00,12:00-14:00,18:00-19:00,否,可早走,5,要,,,,,,,互联网
220,虾皮,金融,后端,深圳,10：00-10：20,7：00-7：30,12:30-14:00,下班吃,否,否,5,不需要,加班少,,,,,,互联网
221,虾皮,跨境,数据分析,深圳,10:00,18:30,12:00-14:00,下班了,否,否,5,不用,挺好的,,,,,,互联网
222,虾皮,卖家,后端,深圳,10,7-8.3,2h,,,可以,,,还行,,,,,,互联网
223,虾皮,外卖/shopeefood,前端,深圳,10：00-10：20,7：00-7：30,12:00,07:00,x,x,5,要,新业务 不加班 业务发展迅猛 （吃饭?睡觉 2h）,,,,,,互联网
224,航天,后勤扫地僧,全栈,南京,08:30,05:00,11:30,回家吃,跑,跑,5,口头汇报,作息很好，领导很好,,,,,,互联网
225,好未来,题拍拍（现智能学习）,算法,北京,10:00,正式工9点，实习生7点,11/30-14:00,18：30-19:30,无,不知道,5,否,氛围好，组内和谐，经常聊天；但是现在公司遇到了点挫折,,,,,,互联网
226,好未来,智能学习,前端,北京,08:00,起码20:00之后(可能肝到没地铁),12:00-14:00,19:00,否,否,5,日报+周报,leader太卷，早上7:00来公司，要求带的新人也是，待不住了跑路,,,,,,互联网
227,华润,华润万家高端门店商品部,速食采购,西安,9:00/15:00,16:00/22:00,12点-12点30,17点-17点30,正常上下班,无,一个月上够24天即可,无固定无强制日志,零售行业年龄差异大，基层年龄较大，相比较普通华润万家管理层年轻化。,,,,,,互联网
228,华泰,自营,量化,南京,8:30-9:00,17:00-21:00,11:30-13:00,18:15,否,否,5,否,,,,,,,互联网
229,华为,cbg,客户端,上海,09:00,10：30—11：00,12-13：30,05:30,9点之后回来加班,y,6,要,领导几乎很少早于凌晨下班,,,,,,互联网
230,华为,CBG 短距通信,算法实习生,上海,9,8.30 正式员工一般十点以后,12.30-14.00,18,是 但是一般不会早退,是,5 月末周六加班 正式员工平时也加班,周报,氛围不错,,,,,,互联网
231,华为,CBG云服务部,软开,深圳,09:30,一二四加班到晚九点，三五晚六点到点走,12:00—14:00,18:00,周三到点走不加班,周五有下午茶，到点走不加班,5+月末周六,写,华为的互联网部门，技术栈与互联网大厂一致，怕员工被挖部门薪资待遇相对高一些，华为现在开始布局互联网板块，部门未来发展看好,,,,,,互联网
232,华为,cbu计算服务产品部,开发,杭州,9,9-10点,轮流、2小时或一个半小时,一个半小时,是,是,5、月末周六加班,周报,氛围不错，拉通对齐有点多，老员工要轮流夜间值班变更,,,,,,互联网
233,华为,Cloud BU EI产品部,算法,杭州,9,9,12月14日,5月6日,是,是,5,周报,看组，有的组比较push，有的leader佛系,,,,,,互联网
234,华为,CloudBU,后端,北京,09:35,理论6:00-8:35 大多数人都会9点走,,,,,,,,,,,,,互联网
235,华为,HCS解决方案部,通用软开,成都,9.3,大家一般八点半到九点，卷的十点,11.45-14.00,18:00,是，六点可以走,六点可以走,5,需要写,,,,,,,互联网
236,华为,华为云go,云计算,杭州,08:30,,2小时,半小时,否,否,,,没活就是玩,,,,,,互联网
237,华为,机器视觉,,,,,,,,,,,,,,,,,互联网
238,华为,机器视觉_创新及智能开发部,算法工程师,杭州,9:00，晚5分钟打卡影响劳动评价，不论一天工作多久,6:30，晚上有分享的话9:00,11:30或者11:50,17:30,6:30 都回家,6:30 都回家,5天，月末周六加班,要,小组缺人，业务方向探索中，不保证高绩效,,,,,,互联网
239,华为,人工ai,测试,西安,09:30,18:00,12:00-13:30,18:00-19:00，1.2.4.6固定加班,有零食,有团建,6,是,加班多,,,,,,互联网
240,华为,数通,SWE,苏州,09:30,05:30,随便,,,no,5,写。就两句话,请假不用打招呼 直接系统填写 不加班 很舒服 想干就干 不想干就不干,,,,,,互联网
241,华为,数通-路由器,后端,北京,09:30,22：00-22：30,12：00-14：00,18：00-19：00,可以早走，不过一般没机会,同周三,5（一般周六要加班）月末周六大家都懂,是，转正后不用写,氛围不错，但是工作多，累，管理比较乱，老员工走的多，新员工当老员工用。普遍一个人干2-3个人的工作,,,,,,互联网
242,华为,消费者业务线,客服岗位,东莞,8点,22点,12点到一点半,五点半,无,无,7,,需要主动加班,,,,,,互联网
243,华为,营销,海狗经费审批,,,,,,,,,,,,,,,,互联网
244,华为,,数通,北京,09:30,18:00,2小时,回家了不知道,否,否,5天,需要,带薪自习，爽得很 想干嘛干嘛,,,,,,互联网
245,幻方量化,交易,开发,杭州,9:00-9:30,17:30（周二周四21:00）,11:30-13:00,17:30-19:00,否,否,5,不需要,扁平、自由,,,,,,互联网
246,吉利,曹操出行-用户体验,高级投诉,杭州,8.3,17.3,11.30-13.00,无,无,无,6,否,氛围不错，也挺轻松的,,,,,,互联网
247,京东,大商超-餐饮,前端,北京,9-9.30,6.3-9.3,11:30-14:00,18:30-19:30,否,否,5,周报，写的不饱和会挨训,技术氛围差，正式员工加班费算在工资里，喜欢晚上十点后上线,,,,,,互联网
248,京东,风险管理,后端,北京,09:00,08:00,12:00—13:30,06:40,否,否,5,周报,环境好，食堂非常不错，轻松,,,,,,互联网
249,京东,风险开发部,后端,北京,09:30,9:30，周五7点,12:00-2:00,18:40-19:30,否,是,5,周报,,,,,,,互联网
250,京东,基础服务,后端,北京,9.30-10.00,最早8点，最晚11点,11.30-1.30,无限制白嫖饭 吃完饭健身走一波,否,可早走,5,不写,氛围好，适合摸鱼,,,,,,互联网
251,京东,基础事业群机器学习部,算法,北京,打卡制，一般10点前,09:00,12到14,6:50以后加班餐,否,否,5,要,同事间氛围超好，一同被压榨,,,,,,互联网
252,京东,集团,数分,北京,09:30,通常9点左右，range 7-12点,12:00-1:30,,,否,,,,,,,,,互联网
253,京东,健康-互联网医疗,后端,北京,09:30,8:30-10:00,11:45-14:00,06:50,否,否,5,新人不写，老人周报，写得简单,氛围好，迟到说一声就行，流动性较高，一般卷，加班有调休，申请流程简单,,,,,,互联网
254,京东,健康-技术产品部,后端,北京,09:00,8点到10点居多,11.40-14:00,18:40,否,很多六七点就走了,5,周报,环境好，食堂好，部门关系融洽，适合发展,,,,,,互联网
255,京东,交易质量,测试,北京,09:30,08:00,,,,,,,,,,,,,互联网
256,京东,金融科技群,前端,北京,10:00,7点以后,一般11:30-1:30,6:50点后免费,否,随意,5,新人周报,吃饭不花钱吃饭不花钱吃饭不花钱吃饭不花钱吃饭不花钱吃饭不花钱吃饭不花钱,,,,,,互联网
257,京东,京东零售,运营,北京,09:00,23:00:00,12:00,19:00,无,无,5,是，日报,,,,,,,互联网
258,京东,京东物流技术发展部,后端,北京,10:00,6：00，打卡8小时可以走,11：00-13：00,18:50,否,否,5,不需要,线上项目，非常忙，氛围很好,,,,,,互联网
259,京东,京喜,后台,北京,9点(只要一天上班时间够9小时),9点,12:00到13:30,18:50以后送15元,否,否,5,是,我们部门是京东最卷的吧，感觉人人自危，尤其是我们小组,,,,,,互联网
260,京东,京喜,类目运营,深圳,9点,20:00～23:00,12:00-13:00,18:00-19:00，比较灵活,否,一般七点左右陆陆续续走,5,看团队,业务不大理想，一年换三次VP,,,,,,互联网
261,京东,京喜,数分,北京,09:00,8:15，无事6,12:00-13:30,19:00,否,否,5,周报,还可以,,,,,,互联网
262,京东,京喜-数分,数分,深圳,9,21.00-22.00,12.00-13.30,6.00-7.00,否,否,5,前期周报，现取消,,,,,,,互联网
263,京东,零售-数据技术中心-应用治理部,后端,北京,09:00,6:00 - 7:00,12:00,,否,否,5,周报,养老好去处，就是组里平均年纪有点大，新人的培养一般般，但是需要轮流值班.(是基架部门的特点吗),,,,,,互联网
264,京东,商提-广告架构部-技术效能,测开,北京,10：00-10：30,9点左右,2h,6.50后加班餐,否,否,5,写日报周报,leader和同事都很好,,,,,,互联网
265,京东,商业提升(广告)-广告数据,大数据,北京,9月11日,8.-9.30,11.50-2.,6.5,否,否,5,周报,具体下班时间看组，有的组挺卷的基本9.以后走，每天打卡要够8小时，加班可以调休，不过调休一般用不完的...,,,,,,互联网
266,京东,数据中台,后端,成都,09:00,09:00,11:40~1:40,7~8,是，六点下班,六点下班,5,周报，早会,氛围nice,,,,,,互联网
